Region,District,TotalCrimesPerDistrict
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sants-Montjuïc,25658
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Sarrià-Sant Gervasi,11118
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Barcelona,2317
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Ciutat Vella,50436
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Eixample,59552
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Gràcia,9722
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Horta-Guinardó,9996
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Les Corts,8627
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
Metropolitana Barcelona,Nou Barris,9226
